audience1|audience2|audience3|audience4|audience5|audience6|audience7|contributor1id|contributor1name|contributor1role|contributor2id|contributor2name|contributor2role|contributor3id|contributor3name|contributor3role|contributor4id|contributor4name|contributor4role|contributor5id|contributor5name|contributor5role|creator1id|creator1name|creator2id|creator2name|format1|language1|licenseCondition1|publicationType1|publicationVersion1|publishDate1|publisher1|publisher2|repoName|resourceIdentifier1|resourceIdentifier2|resourceIdentifier3|source1|source2|subject10key|subject10value|subject11key|subject11value|subject12key|subject12value|subject1key|subject1value|subject2key|subject2value|subject3key|subject3value|subject4key|subject4value|subject5key|subject5value|subject6key|subject6value|subject7key|subject7value|subject8key|subject8value|subject9key|subject9value|title1|title2|title3
generalPublic|||||||2020713|LIGIA TAVERA FENOLLOSA|director||||||||||||||ERICK ALFONSO GALÁN CASTRO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/doctoralThesis||2015|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/17|||Publicación impresa||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Movimiento Social|Movimiento Social|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Análisis del Discurso|Análisis del Discurso|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Participación Ciudadana|Participación Ciudadana|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Movimiento de Protesta|Movimiento de Protesta|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Dolor|Dolor|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Emociones|Emociones|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Acción Colectiva|Acción Colectiva|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociedad Civil Diversidad y Multiculturalismo en América Latina y el Caribe|Sociedad Civil Diversidad y Multiculturalismo en América Latina y el Caribe|El espíritu ante la soledad del otro : espiritualidad dolor y pérdida en el Movimiento por la Paz con Justicia y Dignidad||
generalPublic|||||||2201612|BENJAMIN TAMKIN KEDWAB|director|||||||||||||878159|VICTOR MANUEL MIER CRUZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/19|||Publicación impresa||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociología Económica|Sociología Económica|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociología Política|Sociología Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Percepción Social|Percepción Social|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Voto|Voto|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Política|Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Medios de Comunicación de Masas|Medios de Comunicación de Masas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Condiciones Económicas|Condiciones Económicas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Procesos Políticos Representación y Democracia|Procesos Políticos Representación y Democracia|Factores que afectan la percepción de la economía nacional||
generalPublic|||||||988344|MARIA ALEJANDRA ARMESTO|director|2200521|NICOLAS LOZA OTERO|director|||||||||||GUADALUPE NATALIA SÁNCHEZ SÁNCHEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/18|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Democracia|Democracia|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder|Poder|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Elecciones|Elecciones|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Gobiernos Locales|Gobiernos Locales|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Política y Gobierno|Política y Gobierno|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Procesos Políticos Representación y Democracia|Procesos Políticos Representación y Democracia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||El efecto del poder de los gobernadores sobre la competitividad electoral subnacional en México de 2001 a 2012||
generalPublic|||||||2207734|MARIO ALEJANDRO TORRICO TERAN|director||||||||||||||EDUARDO ROBERTO CARLOS AGUIÑAGA RINCÓN|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/20|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Comportamiento Político|Comportamiento Político|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cuerpo Legislativo|Cuerpo Legislativo|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Partidos Políticos|Partidos Políticos|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Televisión y Política|Televisión y Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Medios de Comunicación de Masas|Medios de Comunicación de Masas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Procesos Políticos Representación y Democracia|Procesos Políticos Representación y Democracia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||El efecto de la reputación y la cobertura de los medios de comunicación en el comportamiento legislativo en México||
generalPublic|||||||2025493|FRANCISCO MIRANDA LOPEZ|director|||||||||||||960202|DANIEL CUELLAR MARTINEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/21|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Deserción Escolar|Deserción Escolar|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Educación Básica|Educación Básica|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Políticas Públicas|Políticas Públicas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Educación Políticas Públicas y Mundo del Trabajo|Educación Políticas Públicas y Mundo del Trabajo|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||Deserción escolar en educación media superior : análisis de los factores escolares para la toma de decisiones de política pública||
generalPublic|||||||920238|LUIS MARIANO ROJAS HERRERA|director|||||||||||||958973|MARIA DE LA PAZ CHAVEZ VARGAS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/22|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cultura|Cultura|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Calidad de Vida|Calidad de Vida|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Bienestar Social|Bienestar Social|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Culturas Indígenas|Culturas Indígenas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Comunidades Indígenas|Comunidades Indígenas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Purépechas|Purépechas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Michoacán (México)|Michoacán (México)|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Decisiones de Gobierno y Evaluación de Programas|Decisiones de Gobierno y Evaluación de Programas|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|Cultura y bienestar subjetivo : heterogeneidad en la estructura explicativa del bienestar en indígenas y no indígenas||
generalPublic|||||||985694|GISELA ZAREMBERG|director|||||||||||||928199|ALVARO FERNANDO GUZMAN LUCERO|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/23|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Aborto|Aborto|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Movimiento Social|Movimiento Social|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Reforma Constitucional|Reforma Constitucional|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Política y Gobierno|Política y Gobierno|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Aguascalientes (México)|Aguascalientes (México)|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Estado Democracia  y Derechos Humanos|Estado Democracia  y Derechos Humanos|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||Movilización y contra-movilización por derechos controvertidos : el caso de la lucha entre la libertad y la vida en México||
generalPublic|||||||2025642|PABLO CASTRO DOMINGO|director|||||||||||||880862|WALTER GERARDO HILJE MATAMOROS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/24|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cultura|Cultura|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Situación Jurídica|Situación Jurídica|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Pueblos Indígenas|Pueblos Indígenas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Costumbres y Tradiciones|Costumbres y Tradiciones|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Relaciones con los Gobiernos|Relaciones con los Gobiernos|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Talamanca (Costa Rica)|Talamanca (Costa Rica)|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Discurso e Identidades en América Latina y el Caribe|Discurso e Identidades en América Latina y el Caribe|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||La refiguración cultural indígena en Costa Rica : el caso de los bribri (Talamanca provincia de Limón Costa Rica)||
generalPublic|||||||2009971|MARIA LUISA TORREGROSA Y ARMENTIA|director|||||||||||||961910|MARIA GUADALUPE DIAZ SANTOS|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/25|||Publicación impresa||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Agua|Agua|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Municipios|Municipios|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Usos y Costumbres|Usos y Costumbres|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Agua Potable|Agua Potable|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder|Poder|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder de la Comunidad|Poder de la Comunidad|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Abastecimiento de Agua|Abastecimiento de Agua|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociedad Civil Diversidad y Multiculturalismo en América Latina y el Caribe|Sociedad Civil Diversidad y Multiculturalismo en América Latina y el Caribe|Relaciones de poder en la gestión comunitaria del agua : el territorio y lo social como fuerzas||
generalPublic|||||||2207734|MARIO ALEJANDRO TORRICO TERAN|director|||||||||||||954980|JULIAN ATILANO MORALES|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/26|||Publicación impresa||||||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Elecciones|Elecciones|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Abstencionismo|Abstencionismo|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Redes Sociales|Redes Sociales|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Internet|Internet|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Voto|Voto|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Procesos Políticos Representación y Democracia|Procesos Políticos Representación y Democracia|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||Reducción del abstencionismo en la elección concurrente de 2012 en México : efectos de la movilización virtual||
generalPublic|||||||2025444|SANTIAGO ANDRES CARASSALE REAL|director|||||||||||||928275|JORGE ALEJANDRO VAZQUEZ ARANA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/27|||Publicación impresa||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociología Política|Sociología Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cultura Política|Cultura Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociedad Civil|Sociedad Civil|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Sociología de la Cultura|Sociología de la Cultura|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derecha|Derecha|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Izquierda Política|Izquierda Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Análisis del Discurso|Análisis del Discurso|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/México|México|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Discurso e Identidades en América Latina y el Caribe|Discurso e Identidades en América Latina y el Caribe|La "sociedad civil" como índice de los cambios en la cultura política en México||
generalPublic|||||||2030782|SAUL VELASCO CRUZ|director||||||||||||||VÍCTOR MANUEL SANTILLÁN ORTEGA|||application/pdf|spa|http://creativecommons.org/licenses/by-nc-nd/4.0|info:eu-repo/semantics/masterThesis||2014|FLACSO México||Repositorio Institucional FLACSO México|http://flacso.repositorioinstitucional.mx/jspui/handle/1026/28|||Publicación impresa||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derechos de los Pueblos Indígenas|Derechos de los Pueblos Indígenas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Pueblos Indígenas|Pueblos Indígenas|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derechos Civiles y Políticos|Derechos Civiles y Políticos|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder|Poder|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Poder de la Comunidad|Poder de la Comunidad|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Participación Política|Participación Política|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Relaciones con los Gobiernos|Relaciones con los Gobiernos|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cherán (Michoacán México)|Cherán (Michoacán México)|info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Procesos Políticos Representación y Democracia|Procesos Políticos Representación y Democracia|El ejercicio del poder desde la resistencia indígena : Cherán Michoacán 2011-2014||
