audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
students,,,,2294773,THOMAS CALVO RIBES,director,,,,,,,,,,2261507,CLAUDIA ALEJANDRA BENITEZ PALACIOS,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2013-10,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/233,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Vieira António ( 1608-1697 ),Vieira António ( 1608-1697 ),,,info:eu-repo/classification/LEMB/Jesuitas -- América Latina -- Historia -- Siglo XVII,Jesuitas -- América Latina -- Historia -- Siglo XVII,info:eu-repo/classification/LEMB/Jesuitas -- América Latina -- Historia -- Siglo XVIII,Jesuitas -- América Latina -- Historia -- Siglo XVIII,info:eu-repo/classification/LEMB/Jesuitas -- Brasil,Jesuitas -- Brasil,info:eu-repo/classification/LEMB/Sermones Portugueses -- Sermones de Ocasión -- Siglo XVIII,Sermones Portugueses -- Sermones de Ocasión -- Siglo XVIII,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,La presencia de António Vieira en la Nueva España siglos XVII y XVIII
students,,,,3014208,Nelly Sigaut,director,,,,,,,,,,835930,VICTOR HUGO MEDINA SUAREZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2014-01,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/234,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Iglesia Católica -- Clero,Iglesia Católica -- Clero,,,info:eu-repo/classification/LEMB/Iglesia Católica -- Yucatán -- Historia -- Siglo XVIII,Iglesia Católica -- Yucatán -- Historia -- Siglo XVIII,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,,,,,La consolidación del clero secular en el obispado de Yucatán siglo XVIII
students,,,,826778,HECTOR OSCAR GONZALEZ SEGUI,director,,,,,,,,,,3000574,José de Jesús Hernández López,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2007,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/240,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Agave,Agave,,,info:eu-repo/classification/LEMB/Maguey -- Cultivo -- México,Maguey -- Cultivo -- México,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5102,ETNOGRAFÍA Y ETNOLOGÍA,info:eu-repo/classification/cti/510201,AGRICULTURA,,,,,,,El paisaje agavero : expansión y estetización : ecología cultural política y nuevas formas de creación de valor
students,researchers,,,3000581,Gail Mummert,director,,,,,,,,,,3014351,Ana Cristina Ramirez,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2005-01,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/262,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Charros -- Morelia Michoacán,Charros -- Morelia Michoacán,,,info:eu-repo/classification/LEMB/Folklore  -- Michoacán,Folklore  -- Michoacán,info:eu-repo/classification/LEMB/México -- Vida Social y Costumbres,México -- Vida Social y Costumbres,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510114,TRADICIÓN,,,,,El juego del valor. Varones mujeres y bestias en la charrería en Morelia 1923-2003
students,researchers,,,3000615,Alvaro Ochoa Serrano,director,,,,,,,,,,2104550,RUTILIO GARCIA PEREYRA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2007-09,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/269,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Vicio -- Ciudad Juárez Chihuahua,Vicio -- Ciudad Juárez Chihuahua,,,info:eu-repo/classification/LEMB/Diversiones -- Ciudad Juárez Chihuahua,Diversiones -- Ciudad Juárez Chihuahua,info:eu-repo/classification/LEMB/Ciudad Juárez Chihuahua -- Vida Social y Costumbres,Ciudad Juárez Chihuahua -- Vida Social y Costumbres,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510114,TRADICIÓN,,,,,Vicio y diversión en Ciudad Juárez : tradición e imágen estigmatizada de una ciudad fronteriza 1900-1930
,,,,3014349,Francisco Miranda,director,,,,,,,,,,2042387,EFRAIN RANGEL GUZMAN,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2008,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/270,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Virgen María -- Devoción a -- Huajicori (Michoacán),Virgen María -- Devoción a -- Huajicori (Michoacán),,,info:eu-repo/classification/LEMB/Fiestas Religiosas -- Huajicori (Michoacán),Fiestas Religiosas -- Huajicori (Michoacán),info:eu-repo/classification/LEMB/Indios de México -- Huajicori (Michoacán),Indios de México -- Huajicori (Michoacán),info:eu-repo/classification/LEMB/Religión y cultura -- Huajicori (Michoacán),Religión y cultura -- Huajicori (Michoacán),info:eu-repo/classification/LEMB/Mitología india -- Huajicori (Michoacán),Mitología india -- Huajicori (Michoacán),info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,El culto de nuestra señora de Huajicori
students,researchers,,,2000236,CARLOS HERREJON PEREDO,director,,,,,,,,,,2042494,CECILIA DEL SOCORRO LANDA FONSECA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/publishedVersion,2007-12,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/271,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Iglesia Católica -- Querétaro -- Historia,Iglesia Católica -- Querétaro -- Historia,,,info:eu-repo/classification/LEMB/Cofradías -- Querétaro -- Historia,Cofradías -- Querétaro -- Historia,info:eu-repo/classification/LEMB/Iglesia y Estado -- Querétaro -- Historia,Iglesia y Estado -- Querétaro -- Historia,info:eu-repo/classification/LEMB/Querétaro -- Historia de la iglesia,Querétaro -- Historia de la iglesia,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,Las cofradías en Querétaro de la secularización parroquial a la secularización de bienes 1750-1870
students,researchers,,,3014210,Luis Alberto Arrioja Díaz Viruell,director,,,,,,,,,,823185,MARCO ULISES INIGUEZ MENDOZA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2015-01,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/280,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Iglesia y Estado -- Michoacán,Iglesia y Estado -- Michoacán,,,info:eu-repo/classification/LEMB/Liberalismo -- Aspectos Religiosos -- Michoacán,Liberalismo -- Aspectos Religiosos -- Michoacán,info:eu-repo/classification/LEMB/Protestantes -- Michoacán -- Historia,Protestantes -- Michoacán -- Historia,info:eu-repo/classification/LEMB/Michoacán -- Historia -- 1830-1870,Michoacán -- Historia -- 1830-1870,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,"¡Viva la religión y mueran los protestantes!" : religioneros catolicismo y liberalísmo : 1873-1876
students,researchers,,,3013902,Elizabeth Juarez Cerdi,director,,,,,,,,,,838624,JORGE ALBERTO RODRIGUEZ HERRERA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2017-08-25,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/275,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Familias -- Aspectos Económicos -- Salvatierra Guanajuato,Familias -- Aspectos Económicos -- Salvatierra Guanajuato,,,info:eu-repo/classification/LEMB/Estructura Social -- Salvatierra Guanajuato,Estructura Social -- Salvatierra Guanajuato,info:eu-repo/classification/LEMB/Roles Sexuales,Roles Sexuales,info:eu-repo/classification/LEMB/Tenencia de la Tierra -- Salvatierra Guanajuato,Tenencia de la Tierra -- Salvatierra Guanajuato,info:eu-repo/classification/LEMB/Salvatierra Guanajuato -- Emigración e Inmigración,Salvatierra Guanajuato -- Emigración e Inmigración,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5103,ANTROPOLOGÍA SOCIAL,info:eu-repo/classification/cti/510302,FILIACIÓN FAMILIA Y PARENTESCO,Dinámicas familiares en la microrregión rural de Las Cruces del sur temporalero del Bajío guanajuatense en México 1985-2015
students,researchers,,,2006764,HERON PEREZ MARTINEZ,director,,,,,,,,,,3014412,Irma Estela Guerra Márquez,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2017-08-30,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/276,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Literatura Mexicana -- Siglo XX,Literatura Mexicana -- Siglo XX,,,info:eu-repo/classification/LEMB/Literatura Mexicana -- Historia y Crítica,Literatura Mexicana -- Historia y Crítica,info:eu-repo/classification/LEMB/México -- Vida Intelectual,México -- Vida Intelectual,info:eu-repo/classification/LEMB/Lagos de Moreno Jalisco -- en la Literatura,Lagos de Moreno Jalisco -- en la Literatura,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/62,CIENCIAS DE LAS ARTES Y LAS LETRAS,info:eu-repo/classification/cti/6202,TEORÍA ANÁLISIS Y CRÍTICA LITERARIAS,info:eu-repo/classification/cti/620202,ANÁLISIS LITERARIO,,,Escritores de una ciudad encantada : el grupo literario laguense de 1903
students,researchers,,,2220296,LETICIA ISABEL MEJÍA GUADARRAMA,director,2042302,OCTAVIO AUGUSTO MONTES VEGA,director,,,,,,,874281,JONATHAN MONTERO OROPEZA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2014,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/328,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Fútbol -- Guanajuato -- León de los Aldama -- Historia,Fútbol -- Guanajuato -- León de los Aldama -- Historia,,,info:eu-repo/classification/LEMB/Clubes Deportivos -- Guanajuato -- León de los Aldama,Clubes Deportivos -- Guanajuato -- León de los Aldama,info:eu-repo/classification/LEMB/Equipos de Fútbol -- Guanajuato -- León de los Aldama,Equipos de Fútbol -- Guanajuato -- León de los Aldama,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/62,CIENCIAS DE LAS ARTES Y LAS LETRAS,info:eu-repo/classification/cti/6299,OTRAS ESPECIALIDADES ARTÍSTICAS,info:eu-repo/classification/cti/629999,OTRAS,,,,,“El Proceso de producción espacial en torno a la empresa del futbol en León Guanajuato (1943-2014)”
students,researchers,,,3000634,Martha Chávez Torres,director,,,,,,,,,,928203,LORENA GONZALEZ PABLO,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2015,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/309,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Mazahuas -- Alimentos,Mazahuas -- Alimentos,,,info:eu-repo/classification/LEMB/Cocina Mazahua,Cocina Mazahua,info:eu-repo/classification/LEMB/Indios de México -- Vida Social y Costumbres,Indios de México -- Vida Social y Costumbres,info:eu-repo/classification/LEMB/Hábitos Alimenticios -- Estado de México -- San Antonio Pueblo Nuevo (Municipio de San José del Rincón),Hábitos Alimenticios -- Estado de México -- San Antonio Pueblo Nuevo (Municipio de San José del Rincón),info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510114,TRADICIÓN,,,Organización espacial y social de la cocina mazahua en San Antonio Pueblo Nuevo San José del Rincón (1950-2013)
students,researchers,,,2014646,MARCO ANTONIO JOSE CALDERON MOLGORA,director,,,,,,,,,,860166,LUIS ARMANDO BEDOYA PAREDES,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2017-11-03,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/324,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Indios de México -- Chiapas -- Relaciones Gubernamentales,Indios de México -- Chiapas -- Relaciones Gubernamentales,,,info:eu-repo/classification/LEMB/Indios de América Central -- Guatemala -- Relaciones Gubernamentales,Indios de América Central -- Guatemala -- Relaciones Gubernamentales,info:eu-repo/classification/LEMB/México -- Política y Gobierno -- Siglo XX,México -- Política y Gobierno -- Siglo XX,info:eu-repo/classification/LEMB/Guatemala -- Política y Gobierno -- Siglo XX,Guatemala -- Política y Gobierno -- Siglo XX,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5102,ETNOGRAFÍA Y ETNOLOGÍA,info:eu-repo/classification/cti/510299,OTRAS,,,Figuras de incertidumbre : una etnografía de sentidos de desprotección y su historicidad en la postguerra guatemalteca
students,researchers,,,2000236,CARLOS HERREJON PEREDO,director,,,,,,,,,,2060552,JUVENAL JARAMILLO MAGAÑA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2012,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/333,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Iglesia Católica en Michoacán,Iglesia Católica en Michoacán,,,info:eu-repo/classification/LEMB/Cabildos Eclesiásticos -- Morelia Michoacán de Ocampo,Cabildos Eclesiásticos -- Morelia Michoacán de Ocampo,info:eu-repo/classification/LEMB/Morelia Michoacán de Ocampo. Catedral,Morelia Michoacán de Ocampo. Catedral,info:eu-repo/classification/LEMB/Michoacán -- Historia -- Dominación Española 1790-1833,Michoacán -- Historia -- Dominación Española 1790-1833,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,Los capitulares y el cabildo catedral de Valladolid-Morelia. 1790-1833 : Auge y decadencia de una corporación eclesiástica
students,researchers,,,2000236,CARLOS HERREJON PEREDO,director,,,,,,,,,,2172348,HUGO ERNESTO IBARRA ORTIZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2010-12-14,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/348,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Predicación,Predicación,,,info:eu-repo/classification/LEMB/Predicación -- Sermones,Predicación -- Sermones,info:eu-repo/classification/LEMB/Iglesia Católica -- Sermones -- Siglo XVII,Iglesia Católica -- Sermones -- Siglo XVII,info:eu-repo/classification/LEMB/Sermones -- México,Sermones -- México,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,El discurso barroco : argumentación e interpretación en los sermones novohispanos 1638-1767
students,researchers,,,3014414,Miguel Jesús Hernandez Madrid,director,,,,,,,,,,2031591,DANU ALBERTO FABRE PLATAS,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,1997-04,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/349,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Pentecostalismo,Pentecostalismo,,,info:eu-repo/classification/LEMB/Zamora de Hidalgo Michoacán -- Religión,Zamora de Hidalgo Michoacán -- Religión,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,,,,,Conversión y Pentecostalismo en Zamora Michoacán 1970-1990
students,researchers,,,2004659,JUAN PEDRO VIQUEIRA ALBAN,director,3000576,Jose Antonio Serrano Ortega,director,,,,,,,2036047,MARIA DEL ROCIO ORTIZ HERRERA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2001-02,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/350,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Iglesia Católica en Chiapas,Iglesia Católica en Chiapas,,,info:eu-repo/classification/LEMB/Indios de México -- Chiapas,Indios de México -- Chiapas,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,,,,,Indios insumisos Iglesia Católica y élites terratenientes en Chiapas 1824-1901 : una perspectiva comparativa
students,researchers,,,3015982,Victor Gayol,director,,,,,,,,,,821881,YIRLEM GONZALEZ VARGAS,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2011-12-08,,,Repositorio Institucional de COLMICH,http://colmich.repositorioinstitucional.mx/jspui/handle/1016/351,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LEMB/Conventos y Monasterios -- México -- Historia -- Siglo XVIII,Conventos y Monasterios -- México -- Historia -- Siglo XVIII,,,info:eu-repo/classification/LEMB/Vida Monástica y Religiosa de Mujeres -- México -- Historia -- Siglo XVIII,Vida Monástica y Religiosa de Mujeres -- México -- Historia -- Siglo XVIII,info:eu-repo/classification/LEMB/México -- Historia -- Dominación Española 1517-1821,México -- Historia -- Dominación Española 1517-1821,info:eu-repo/classification/LEMB/Indios de México -- Educación,Indios de México -- Educación,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,info:eu-repo/classification/cti/5101,ANTROPOLOGÍA CULTURAL,info:eu-repo/classification/cti/510110,RELIGIÓN,,,"Las indias entendidas" : los conventos de capuchinas en el siglo XVIII novohispano 1719-1811
