Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
"Los gobernadores y su partido: un estudio sobre la influencia de los gobernadores en los procesos de selección de candidatos del Partido Revolucionario Institucional : el caso del Estado de Morelos, 1976-1997",1999_benitez_m.pdf,,"Benítez Iturbe, Mauricio",141,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacioanles,,El Colegio de México A.C.,5,,,Gobernadores,Researchers,Students
"Quince años de reforma municipal: grandes expectativas, realidades múltiples y resultados divergentes : evaluación de la reforma de 1983 al artículo 115 constitucional",2000_cejudo_gm.pdf,,"Cejudo Ramírez, Guillermo Miguel",144,2000,,Licenciado en Administración Pública,Centro de Estudios Internaconales,,El Colegio de México A.C.,5,,,México,Researchers,Students
México y Canadá: un estudio comparativo de política exterior,1999_hernandez_b.pdf,,"Hernández Piché, Bruno",152,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Canadá,Researchers,Students
Rusia en el nuevo escenario internacional,1999_valdes_cg.pdf,,"Valdés Galicia, Cynthia G.",158,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Política mundial,Researchers,Students
"El trabajo conjunto del Alto Comisionado de Naciones Unidas para los refugiados y los organismos no gubernamentales dedicados a la promoción del desarrollo alternativo: análisis de los actores, la normatividad y sus implicaciones prácticas en el Este de Africa",2000_salgado_J.pdf,,"Salgado Ibarra, Juan",166,2000,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Alto Comisionado de las Naciones Unidas para los Refugiados,Researchers,Students
La política exterior de Siria y la recomposición del poder regional en Medio Oriente,2000_tawil_m.pdf,,"Tawil Kuri, Marta",169,2000,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Oriente (Cercano Oriente),Researchers,Students
La lucha por la protección de los derechos ante las Comisiones de Derechos Humanos de la ONU y la OEA: algunas organizaciones no gubernamentales frente al gobierno mexicano,1999_quiroz_jc.pdf,,"Quiroz Peñaloza, Juan Carlos",170,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Derechos civiles,Researchers,Students
La alianza FDR-FMLN: como actor transnacional,1999_hernandez_jc.pdf,,"Hernández Wocker, Juan Carlos",176,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Frente Democrático Revolucionario (El Salvador),Researchers,Students
De cine y política: imágenes del enemigo en cuatro películas de Hollywood,1999_ochoa_ap.pdf,,"Ochoa Espejo, Ana Paulina",177,1999,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Cazadores del arca perdida (Película cinematográfica),Researchers,Students
Educar en el federalismo: la politica de descentralización educativa en México y Jalisco,1999_gomez_d.pdf,,"Gómez Alvarez, David",193,1999,,Licenciado en Administración Pública,Centro de Estudios Internacioanles,,El Colegio de México A.C.,5,,,Descentralización administrativa,Researchers,Students
La política social de atención a la salud en México: el caso del Instituto Mexicano del Seguro Social,1995_moreno_cl.pdf,1995_moreno_cl.pdf,"Moreno Jaimes, Carlos",203,1995,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Instituto Mexicano del Seguro Social,Researchers,Students
"Estado y empresa: la política petrolera de Estados Unidos, 1973-1991",1995_rosas_g.pdf,1995_rosas_g.pdf,"Rosas Ballina, Guillermo",204,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Petróleo,Researchers,Students
Guatemala: la contrarrevolución institucionalizada y la transición a la democracia,1995_portillo_ia.pdf,1995_portillo_ia.pdf,"Portillo Flores, Isaura Araceli",205,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Autoritarismo,Researchers,Students
"La formación del concepto de seguridad nacional de Israel, 1948-1995",1995_swaan_msde.pdf,1995_swaan_ms_de.pdf,"Swaan Addati, Mony Sacha de",207,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Seguridad nacional,Researchers,Students
La agenda se traslada: la cooperación internacional en los temas del medio ambiente en América del Norte,1996_romo_r.pdf,1996_romo_r.pdf,"Romo Lorenzo, Rodrigo",208,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Cooperación internacional,Researchers,Students
Surgimiento del nuevo sindicalismo y crisis de estabilización en Brasil,1997_beaz_cm.pdf,1997_baez_cm.pdf,"Báez Camargo Lujambio, Claudia Mariana",210,1997,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Sindicalismo,Researchers,Students
Racionalidad limitada y ambigüedad organizativa: marco conceptual para el estudio de decisiones no programadas en organizaciones complejas,1996_castillo_dadel.pdf,1996_castillo_da_del.pdf,"Castillo Vega, Danny Arturo del",211,1996,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Administración pública,Researchers,Students
"La política militar de la Unión Sovietica bajo Mikhail Gorbachev, 1985-1991",1996_maciel_a.pdf,1996_maciel_a.pdf,"Maciel Padilla, Agustín",212,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Gorbachev, Mikhail Sergeyevich",Researchers,Students
El consenso latino y el Tratado de Libre Comercio: un paso hacia el fortalecimiento de los latinos en Estados Unidos,1996_muria_m.pdf,1996_muria_m.pdf,"Murià Tuñón, Magalí",217,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Grupos de presión,Researchers,Students
La no violencia como forma de acción política: el movimiento por los derechos civiles de los negros en Estados Unidos,1995_diaz_m.pdf,1995_diaz_m.pdf,"Díaz Campos, Mariana",225,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Derechos civiles,Researchers,Students
Las consecuencias económicas y políticas de la gestión de las crisis financieras de 1982 y de 1987 en México,1995_gonzalez_fe.pdf,1995_gonzalez_fe.pdf,"González González, Francisco Enrique",232,1995,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Crisis financieras,Researchers,Students
La reforma de la empresa pública como alternativa a la privatización: el caso de PMI Comercio Internacional,1997_somuano_mf.pdf,,"Somuano Ventura, María Fernanda",249,1997,,Licenciado en Administración Pública,Centro de Estudios Internaconales,,El Colegio de México A.C.,5,,,Administración pública,Researchers,Students
Génesis de los principios revolucionarios de política exterior,1996_gervassi_mb.pdf,1996_gervassi_mb.pdf,"Gervassi León, María Berenice",251,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Carranza, Venustiano",Researchers,Students
La formación del triángulo Taiwán-Hong Kong-China: evolución y perspectivas,1996_torre_mldela.pdf,1996_torre_ml_de_la.pdf,"Torre García, María Lizete de la",254,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"China (República Popular, 1949- )",Researchers,Students
"La seguridad de la República Popular China, 1978-1991: ajustes estratégicos de una potencia en ascenso",1995_dyer_dd.pdf,1995_dyer_dd.pdf,"Dyer Leal, Dwight D.",261,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Seguridad internacional,Researchers,Students
"Los tratados internacionales y la cooperación México-Estados Unidos, 1988-1994",1995_schiavon_ja.pdf,1995_schiavon_ja.pdf,"Schiavon, Jorge A",266,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Estados Unidos,Researchers,Students
El programa venezolano de internacionalización: un análisis crítico,1995_boue_Jc.pdf,1995_boue_Jc.pdf,"Boue Moreno, Juan Carlos",269,1995,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Monopolios,Researchers,Students
Estado y legitimidad en México: una breve revisión de la forma en que se generaba la creencia en la legitimidad del Estado en México desde la posrevolución hasta 1993,1996_guerrero_ma.pdf,1996_guerrero_ma.pdf,"Guerrero Martínez, Manuel Alejandro",270,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Estado, El",Researchers,Students
Orden y anarquía en la nueva Europa: Europa central en el limbo estratégico,1995_ruano_l.pdf,1995_ruano_l.pdf,"Ruano Gómez, Lorena",272,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Organización del Tratado del Atlántico Norte,Researchers,Students
"Estado, legitimidad y mercado: dos tipos ideales",1995_sanchez_mJ.pdf,1995_sanchez_mJ.pdf,"Sánchez Flores, Mónica Judith",276,1995,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Estado, El",Researchers,Students
Los factores externos en la caída del gobierno sandinista,1995_sandoval_re.pdf,1995_sandoval_re.pdf,"Sandoval Bustos, Rosa Eugenia",278,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Frente Sandinista de Liberación Nacional, Nicaragua",Researchers,Students
"Maastricht y la cuestión de la convergencia fiscal en la Unión Europea: análisis, evolución y perspectivas de la política fiscal, el déficit y la deuda pública en la Europa comunitaria",1996_castro_fJJ.pdf,1996_castro_fJJ.pdf,"Castro y Ortíz, Francisco José Joel",279,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Deuda pública,Researchers,Students
"Narcotráfico y relación bilateral México-Estados Unidos, 1985-1992",1995_polo_ja.pdf,1995_polo_ja.pdf,"Polo Oteyza, José Antonio",281,1995,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Drogas,Researchers,Students
Capacidades tecnológicas en México y Corea del Sur: el papel del gobierno,1996_nava_g.pdf,1996_nava_g.pdf,"Nava Campos, Gabriela",286,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Desarrollo económico,Researchers,Students
Nueva estrategia financiera en el subsector agua del Distrito Federal,1995_guerrero_m.pdf,1995_guerrero_m.pdf,"Guerrero Meléndez, Mauricio",292,1995,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,México (Distrito Federal),Researchers,Students
Evolución del principio de soberanía y surgimiento del derecho de injerencia en el nuevo orden internacional,1996_kessel_mc.pdf,1996_kessel_mc.pdf,"Kessel Enríquez, María Cristina",294,1996,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Equilibrio internacional,Researchers,Students
Yucatán: política de desarrollo regional,1996_vargas_ms.pdf,1996_vargas_ms.pdf,"Vargas Paredes, Martín Saúl",296,1996,,Licenciado en Administración Pública,Centro de Estudios Internaconales,,El Colegio de México A.C.,5,,,Desarrollo rural,Researchers,Students
La transición política en España: 1975-1982,1990_madrazo_Ji.pdf,1990_madrazo_Ji.pdf,"Madrazo Bolívar, José Ignacio",307,1990,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Democracia,Researchers,Students
Las percepciones del PAN sobre las relaciones México Estados Unidos: la cuestión de la democracia y el nacionalismo,1988_studer_mi.pdf,1988_studer_mi.pdf,"Studer Noguez, Ma Isabel",309,1988,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Democracia,Researchers,Students
Causas y tendencias de la inversión japonesa mundial: implicaciones para México,1989_solis_m.pdf,1989_solis_m.pdf,"Solis Soberón, Mireya",310,1989,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Inversiones extranjeras,Researchers,Students
"Una nueva generación al poder en la Unión Soviética, 1982-1985",1989_davila_h.pdf,1989_davila_h.pdf,"Dávila Chávez, Hilda",313,1989,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Rusia,Researchers,Students
"Autoritarismo y participación empresarial: la Confederación Patronal de la República Mexicana, 1970-1988",1989_buendia_J.pdf,1989_buendia_J.pdf,"Buendía Laredo, Jorge",315,1989,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Confederación Patronal de la República Mexicana,Researchers,Students
El convenio único de desarrollo como alternativa para el desarrollo de las entidades federativas en México,1987_sanchez_la.pdf,1987_sanchez_la.pdf,"Sánchez Martínez, Alberto",322,1987,,Licenciado en Administración Pública,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Planificación regional,Researchers,Students
Factores internos e internacionales que llevaron a la propuesta canadiense para un acuerdo de libre comercio con los Estados Unidos,1990_romo_l.pdf,1990_romo_l.pdf,"Romo Sánchez, Lizette",324,1990,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Tratados comerciales,Researchers,Students
Continuidad y cambios en las relaciones entre México y Japón,1983_kerber_fv.pdf,1983_kerber_fv.pdf,"Kerber Palma, Filiberto Víctor",328,1983,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Japón,Researchers,Students
La política económica de la primera administración Reagan: un experimento ofertista y monetarista parcialmente exitoso,1986_sacal_m.pdf,1986_sacal_m.pdf,"Sacal Cababie, Manuel",331,1986,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Estados Unidos,Researchers,Students
La revolución islámica-clerical de Irán,1988_rodriguez_lf.pdf,1988_rodriguez_lf.pdf,"Rodríguez Zahar, León F",334,1988,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Irán,Researchers,Students
México en el congreso estadunidense: coaliciones y alineamientos (1981-1986),1987_gonzalez_c.pdf,1987_gonzalez_c.pdf,"González Gutíerrez, Carlos",341,1987,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Estados Unidos,Researchers,Students
"Alienación, socialismo y revueltas obreras en Polonia",1985_moran_m.pdf,1985_moran_m.pdf,"Morán Rufino, Manuel",350,1985,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Movimiento obrero,Researchers,Students
